meets criteria?,Notes,Reviewer 1,Reviewer 2,Number,Article Title,Abstract,article type,Publication Year,Authors,Source Title,Publication Date,DOI,DOI Link,Book DOI
TBD,,Jackson,Bailey,899,The Role of Location and Visual Saliency in Capturing Attention to Outdoor Advertising How Location Attributes Increase the Likelihood For a Driver to Notice a Billboard Ad,"The current authors' research addressed the importance of a billboard's location and visual saliency in capturing consumer attention. Visual saliency refers to an advertisement's ability to stand out and attract attention because of its use of color, shading, and compositional design. Building on data from an existing eye-tracking study from the Traffic Audit Bureau for Media Measurement, Inc. (TAB, renamed Geopath in September 2016), the authors found that visual salience has some, but limited, influence on drivers' attention to billboard advertising. Rather, a billboard's location contributed more to the understanding of the distribution of attention in complex environments like roadside advertising. These billboard attributes explained two-thirds of the observed variance in the author's models.",Article,2016,"Wilson, RT; Casper, J",JOURNAL OF ADVERTISING RESEARCH,SEP,10.2501/JAR-2016-020,http://dx.doi.org/10.2501/JAR-2016-020,
TBD,,Jackson,Bailey,900,"Attentional bias to threat in the general population is contingent on target competition, not on attentional control settings","Dot-probe studies usually find an attentional bias towards threatening stimuli only in anxious participants. Here, we investigated under what conditions such a bias occurs in unselected samples. According to contingent-capture theory, an irrelevant cue only captures attention if it matches an attentional control setting. Therefore, we first tested the hypothesis that an attentional control setting tuned to threat must be activated in (non-anxious) individuals. In Experiment 1, we used a dot-probe task with a manipulation of attentional control settings (threat' - set vs. control set). Surprisingly, we found an (anxiety-independent) attentional bias to angry faces that was not moderated by attentional control settings. Since we presented two stimuli (i.e., a target and a distractor) on the target screen in Experiment 1 (a necessity to realise the test of contingent capture), but most dot-probe studies only employ a single target, we conducted Experiment 2 to test the hypothesis that attentional bias in the general population is contingent on target competition. Participants performed a dot-probe task, involving presentation of a stand-alone target or a target competing with a distractor. We found an (anxiety-independent) attentional bias towards angry faces in the latter but not the former condition. This suggests that attentional bias towards angry faces in unselected samples is not contingent on attentional control settings but on target competition.",Article,2018,"Wirth, BE; Wentura, D",QUARTERLY JOURNAL OF EXPERIMENTAL PSYCHOLOGY,APR,10.1080/17470218.2017.1307864,http://dx.doi.org/10.1080/17470218.2017.1307864,
TBD,,Jackson,Bailey,901,Guided Search 6.0: An updated model of visual search,"This paper describes Guided Search 6.0 (GS6), a revised model of visual search. When we encounter a scene, we can see something everywhere. However, we cannot recognize more than a few items at a time. Attention is used to select items so that their features can be bound into recognizable objects. Attention is guided so that items can be processed in an intelligent order. In GS6, this guidance comes from five sources of preattentive information: (1) top-down and (2) bottom-up feature guidance, (3) prior history (e.g., priming), (4) reward, and (5) scene syntax and semantics. These sources are combined into a spatial priority map, a dynamic attentional landscape that evolves over the course of search. Selective attention is guided to the most active location in the priority map approximately 20 times per second. Guidance will not be uniform across the visual field. It will favor items near the point of fixation. Three types of functional visual field (FVFs) describe the nature of these foveal biases. There is a resolution FVF, an FVF governing exploratory eye movements, and an FVF governing covert deployments of attention. To be identified as targets or rejected as distractors, items must be compared to target templates held in memory. The binding and recognition of an attended object is modeled as a diffusion process taking > 150 ms/item. Since selection occurs more frequently than that, it follows that multiple items are undergoing recognition at the same time, though asynchronously, making GS6 a hybrid of serial and parallel processes. In GS6, if a target is not found, search terminates when an accumulating quitting signal reaches a threshold. Setting of that threshold is adaptive, allowing feedback about performance to shape subsequent searches. Simulation shows that the combination of asynchronous diffusion and a quitting signal can produce the basic patterns of response time and error data from a range of search experiments.",Review,2021,"Wolfe, JM",PSYCHONOMIC BULLETIN & REVIEW,AUG,10.3758/s13423-020-01859-9,http://dx.doi.org/10.3758/s13423-020-01859-9,
TBD,,Jackson,Bailey,902,GUIDED SEARCH 2.0 - A REVISED MODEL OF VISUAL-SEARCH,"An important component of routine visual behavior is the ability to find one item in a visual world filled with other, distracting items. This ability to perform visual search has been the subject of a large body of research in the past 15 years. This paper reviews the visual search literature and presents a model of human search behavior. Built upon the work of Neisser, Treisman, Julesz, and others, the model distinguishes between a preattentive, massively parallel stage that processes information about basic visual features (color, motion, various depth cues, etc.) across large portions of the visual field and a subsequent limited-capacity stage that performs other, more complex operations (e.g., face recognition, reading, object identification) over a limited portion of the visual field. The spatial deployment of the limited-capacity process is under attentional control. The heart of the guided search model is the idea that attentional deployment of limited resources is guided by the output of the earlier parallel processes. Guided Search 2.0 (GS2) is a revision of the model in which virtually all aspects of the model have been made more explicit and/or revised in light of new data. The paper is organized into four parts: Part 1 presents the model and the details of its computer simulation. Part 2 reviews the visual search literature on preattentive processing of basic features and shows how the GS2 simulation reproduces those results. Part 3 reviews the literature on the attentional deployment of limited-capacity processes in conjunction and serial searches and shows how the simulation handles those conditions. Finally, Part 4 deals with shortcomings of the model and unresolved issues.",Review,1994,"WOLFE, JM",PSYCHONOMIC BULLETIN & REVIEW,JUN,10.3758/BF03200774,http://dx.doi.org/10.3758/BF03200774,
TBD,,Jackson,Bailey,903,What attributes guide the deployment of visual attention and how do they do it?,"As you drive into the centre of town, cars and trucks approach from several directions, and pedestrians swarm into the intersection. The wind blows a newspaper into the gutter and a pigeon does something unexpected on your windshield. This would be a demanding and stressful situation, but you would probably make it to the other side of town without mishap. Why is this situation taxing, and how do you cope?",Review,2004,"Wolfe, JM; Horowitz, TS",NATURE REVIEWS NEUROSCIENCE,JUN,10.1038/nrn1411,http://dx.doi.org/10.1038/nrn1411,
TBD,,Jackson,Bailey,904,The anti-orienting phenomenon revisited: effects of gaze cues on antisaccade performance,"When the eye gaze of a face is congruent with the direction of an upcoming target, saccadic eye movements of the observer towards that target are generated more quickly, in comparison with eye gaze incongruent with the direction of the target. This work examined the conflict in an antisaccade task, when eye gaze points towards the target, but the saccadic eye movement should be triggered in the opposite direction. In a gaze cueing paradigm, a central face provided an attentional gaze cue towards the target or away from the target. Participants (N = 38) generated pro- and antisaccades to peripheral targets that were congruent or incongruent with the previous gaze cue. Paradoxically, facilitatory effects of a gaze cue towards the target were observed for both the pro- and antisaccade tasks. The results are consistent with the idea that eye gaze cues are processed in the task set that is compatible with the saccade programme. Thus, in an antisaccade paradigm, participants may anti-orient with respect to the gaze cue, resulting in faster saccades on trials when the gaze cue is towards the target. The results resemble a previous observation by Fischer and Weber (Exp Brain Res 109:507-512, 1996) using low-level peripheral cues. The current study extends this finding to include central socially communicative cues.",Article,2012,"Wolohan, FDA; Crawford, TJ",EXPERIMENTAL BRAIN RESEARCH,SEP,10.1007/s00221-012-3180-y,http://dx.doi.org/10.1007/s00221-012-3180-y,
TBD,,Jackson,Bailey,905,What we remember affects how we see: Spatial working memory steers saccade programming,"Relationships between visual attention, saccade programming, and visual working memory have been hypothesized for over a decade. Awh, Jonides, and Reuter-Lorenz (Journal of Experimental Psychology: Human Perception and Performance 24(3):780-90, 1998) and Awh et al. (Psychological Science 10(5):433-437, 1999) proposed that rehearsing a location in memory also leads to enhanced attentional processing at that location. In regard to eye movements, Belopolsky and Theeuwes (Attention, Perception & Psychophysics 71(3):620-631, 2009) found that holding a location in working memory affects saccade programming, albeit negatively. In three experiments, we attempted to replicate the findings of Belopolsky and Theeuwes (Attention, Perception & Psychophysics 71(3):620-631, 2009) and determine whether the spatial memory effect can occur in other saccade-cuing paradigms, including endogenous central arrow cues and exogenous irrelevant singletons. In the first experiment, our results were the opposite of those in Belopolsky and Theeuwes (Attention, Perception & Psychophysics 71(3):620-631, 2009), in that we found facilitation (shorter saccade latencies) instead of inhibition when the saccade target matched the region in spatial working memory. In Experiment 2, we sought to determine whether the spatial working memory effect would generalize to other endogenous cuing tasks, such as a central arrow that pointed to one of six possible peripheral locations. As in Experiment 1, we found that saccade programming was facilitated when the cued location coincided with the saccade target. In Experiment 3, we explored how spatial memory interacts with other types of cues, such as a peripheral color singleton target or irrelevant onset. In both cases, the eyes were more likely to go to either singleton when it coincided with the location held in spatial working memory. On the basis of these results, we conclude that spatial working memory and saccade programming are likely to share common overlapping circuitry.",Article,2013,"Wong, JH; Peterson, MS",ATTENTION PERCEPTION & PSYCHOPHYSICS,FEB,10.3758/s13414-012-0388-7,http://dx.doi.org/10.3758/s13414-012-0388-7,
TBD,,Jackson,Bailey,906,Masked-target recovery requires focused attention on the target object,"Flashing a homogeneous light mask after the presentation of a masked target reduces the deleterious effects of the mask, a phenomenon often called target recovery. Target recovery has been studied using masking paradigms in which a target object is presented in isolation prior to the presentation of a mask, thus capturing attention. In the present study, we examined whether target recovery is possible when a target does not benefit from attentional capture. We hypothesized that target recovery would be eliminated when a target must compete with distractors for perceptual attention. Replicating classic studies, we observed target recovery when pattern and light masks followed an isolated target. However, target recovery was not observed when a light mask followed a masked visual search target. Furthermore, using an attentional-capture paradigm we found that sudden onset search targets were recoverable whereas nononset targets were not. The present findings indicate that attentional capture by a target prior to masking plays a critical role in the subsequent recovery of the target.",Article,2007,"Woodman, GF; Yi, DJ",VISUAL COGNITION,,10.1080/13506280600859748,http://dx.doi.org/10.1080/13506280600859748,
TBD,,Jackson,Bailey,907,SHIFTS OF VISUAL-ATTENTION TO MULTIPLE SIMULTANEOUS LOCATION CUES,"Single and simultaneous multiple location cues were presented a brief period of time before the onset of targets that observers were required to identify. Single and multiple cueing effects were similar, even when targets were presented at locations ''in between'' pairs of cues. This implies that pairs of direct stimulus cues are not processed by an attentional focus of variable spatial extent that encompasses both cued locations. If this were the case, then targets presented in between cued locations would fall within such an attentional focus and identification response times should have been reduced. The increase in these response times that actually occurred when a target was presented at uncued locations in between a pair of cued locations suggests that pairs of cued locations are encoded independently by an operation called spatial indexing. A multiple indexing proposal and its role in mediating visual attention shifts initiated by direct stimulus cues is described.",Article,1994,"WRIGHT, RD",CANADIAN JOURNAL OF EXPERIMENTAL PSYCHOLOGY-REVUE CANADIENNE DE PSYCHOLOGIE EXPERIMENTALE,JUN,10.1037/1196-1961.48.2.205,http://dx.doi.org/10.1037/1196-1961.48.2.205,
TBD,,Jackson,Bailey,908,INATTENTION AND THE PERCEPTION OF VISUAL FEATURES,"Subjects selectively attended to one of two interleaved, novel figures while ignoring the other figure. In subsequent tests administered to determine the extent to which the ignored figure was perceived, recognition of shape and the location of contour gaps was at the chance level. Moreover, recognition of the presence of contour gaps was significantly below the chance level. These results indicate that preattentive visual processing of unattended objects is too crude to encode global shape and local features such as contour gaps. It is suggested that preattentive processing creates visual representations of unattended objects that contain very limited information about features.",Article,1993,"WRIGHT, RD; KATZ, AN; HUGHES, EA",ACTA PSYCHOLOGICA,AUG,10.1016/0001-6918(93)90055-V,http://dx.doi.org/10.1016/0001-6918(93)90055-V,
TBD,,Jackson,Bailey,909,Sensory mediation of stimulus-driven attentional capture in multiple-cue displays,"Three location-cuing experiments were conducted in order to examine the stimulus-driven control of attentional capture in multiple-cue displays. These displays consisted of one to four simultaneously presented direct location cues. The results indicated that direct location cuing can produce cue effects that are mediated, in part, by nonattentional processing that occurs simultaneously at multiple locations. When single cues were presented in isolation, however, the resulting cue effect appeared to be due to a combination of sensory processing and attentional capture by the cue. This suggests that the faster responses produced by direct cues may be associated with two different components: an attention-related component that can be modulated by goal-driven factors and a nonattentional component that occurs in parallel at multiple direct-cue locations and is minimally affected by goal-driven factors.",Article,2003,"Wright, RD; Richard, CM",PERCEPTION & PSYCHOPHYSICS,AUG,10.3758/BF03194824,http://dx.doi.org/10.3758/BF03194824,
TBD,,Jackson,Bailey,910,Location cue validity affects inhibition of return of visual processing,"Inhibition-of-return is the process by which visual search for an object positioned among others is biased toward novel rather than previously inspected items. It is thought to occur automatically and to increase search efficiency. We examined this phenomenon by studying the facilitative and inhibitory effects of location cueing on target-detection response times in a search task. The results indicated that facilitation was a reflexive consequence of cueing whereas inhibition appeared to depend on cue informativeness. More specifically, the inhibition-of-return effect occurred only when the cue provided no information about the impending target's location. We suggest that the results are consistent with the notion of two levels of visual processing. The first involves rapid and reflexive operations that underlie the facilitative effects of location cueing on target detection. The second involves a rapid but goal-driven inhibition procedure that the perceiver can invoke if doing so will enhance visual search performance. (C) 2000 Elsevier Science Ltd. All rights reserved.",Article,2000,"Wright, RD; Richard, CM",VISION RESEARCH,,10.1016/S0042-6989(00)00085-7,http://dx.doi.org/10.1016/S0042-6989(00)00085-7,
TBD,,Jackson,Bailey,911,Neutral location cues and cost/benefit analysis of visual attention shifts,"The effects of location cuing on target responses can be examined by comparing informative and neutral cuing conditions. In particular, the magnitudes of costs of invalid location cuing and of benefits of valid location cuing can be determined by comparing invalid and valid cue responses to location-nonspecific neutral cue responses. Cost/benefit analysis is based on the assumption that neutral baseline measures reflect a general warning effect about the impending target's onset but no other specific target information. The experiments we report were carried out to determine the appropriateness of two baseline measures for cost/benefit analyses of direct (nonsymbolic) location cuing effects. We found that a multiple-cue baseline attenuated the benefits of valid cuing, and that a background-flash baseline arbitrarily attenuated costs or benefits depending on flash intensity. It is proposed that a background flash is the more suitable neutral cue because it is target-location-nonspecific, but that its intensity should be adjusted to elicit a target-onset warning signal of the same magnitude as the location cues with which it will be compared.",Article,1995,"Wright, RD; Richard, CM; McDonald, JJ",CANADIAN JOURNAL OF EXPERIMENTAL PSYCHOLOGY-REVUE CANADIENNE DE PSYCHOLOGIE EXPERIMENTALE,DEC,10.1037/1196-1961.49.4.540,http://dx.doi.org/10.1037/1196-1961.49.4.540,
TBD,,Jackson,Bailey,912,SHIFTS OF VISUAL-ATTENTION - AN HISTORICAL AND METHODOLOGICAL OVERVIEW,"An historical overview of the study of visual attention shifts is presented. ContemPorarY research on this problem is outlined and models of attention shift mechanisms are briefly described. In addition, several methodological variables are described that warrant consideration when evaluating claims about shifts of visual attention.",Article,1994,"WRIGHT, RD; WARD, LM",CANADIAN JOURNAL OF EXPERIMENTAL PSYCHOLOGY-REVUE CANADIENNE DE PSYCHOLOGIE EXPERIMENTALE,JUN,10.1037/1196-1961.48.2.151,http://dx.doi.org/10.1037/1196-1961.48.2.151,
TBD,,Jackson,Bailey,913,Follow Your Nose: Implicit Spatial Processing Within the Chemosensory Systems,"Although most studies agree that humans cannot smell in stereo, it was recently suggested that olfactory localization is possible when assessed implicitly. In a spatial cueing paradigm, lateralized olfactory cues impaired the detection of congruently presented visual targets, an effect contrary to the typical facilitation observed in other sensory domains. Here, we examined the specificity and the robustness of this finding by studying implicit localization abilities in another chemosensory system and by accounting for possible confounds in a modified paradigm. Sixty participants completed a spatial cueing task along with an explicit localization task, using trigeminal (Experiment 1) and olfactory (Experiment 2) stimuli. A control task was implemented to control for residual somatosensory stimulation (Experiment 3). In the trigeminal experiment, stimuli were localized with high accuracy on the explicit level, while the cueing effect in form of facilitation was limited to response accuracy. In the olfactory experiment, responses were slowed by congruent cues on the implicit level, while no explicit localization was observed. Our results point to the robustness of the olfactory interference effect, corroborating the implicit-explicit dissociation of olfactory localization, and challenging the view that humans lost the ability to extract spatial information from smell. The absence of a similar interference for trigeminal cues suggests distinct implicit spatial processing mechanisms within the chemosensory systems. Moreover, the lack of a typical facilitation effect in the trigeminal domain points to important differences from spatial information processing in other, nonchemosensory domains. The possible mechanisms driving the effects are discussed.",Article,2016,"Wudarczyk, OA; Habel, U; Turetsky, BI; Gur, RE; Kellermann, T; Schneider, F; Moessnang, C",JOURNAL OF EXPERIMENTAL PSYCHOLOGY-HUMAN PERCEPTION AND PERFORMANCE,NOV,10.1037/xhp0000261,http://dx.doi.org/10.1037/xhp0000261,
TBD,,Jackson,Bailey,914,The Role of Working Memory in Spatial S-R Correspondence Effects,"This study investigates the impact of working memory (WM) load on response conflicts arising from spatial (non) correspondence between irrelevant stimulus location and response location (Simon effect). The dominant view attributes the Simon effect to automatic processes of location-based response priming. The automaticity view predicts insensitivity of the Simon effect to manipulations of processing load. Four experiments investigated the role of spatial and verbal WM in horizontal and vertical Simon tasks by using a dual-task approach. Participants maintained different amounts of spatial or verbal information in WM while performing a horizontal or vertical Simon task. Results showed that high load generally decreased, and sometimes eliminated, the Simon effect. It is interesting to note that spatial load had a larger impact than verbal load on the horizontal Simon effect, whereas verbal load had a larger impact than spatial load on the vertical Simon effect. The results highlight the role of WM as the perception-action interface in choice-response tasks. Moreover, the results suggest spatial coding of horizontal stimulus-response (S-R) tasks, and verbal coding of vertical S-R tasks.",Article,2011,"Wühr, P; Biebl, R",JOURNAL OF EXPERIMENTAL PSYCHOLOGY-HUMAN PERCEPTION AND PERFORMANCE,APR,10.1037/a0020563,http://dx.doi.org/10.1037/a0020563,
TBD,,Jackson,Bailey,915,Perceptual and attentional factors in encoding irrelevant spatial information,"Numerous studies found superior performance when the irrelevant location of a stimulus and response location were corresponding than when they were not corresponding (Simon effect), suggesting that stimulus location is processed in an obligatory manner. The present study compared Simon effects from the location of a relevant (i.e., to-be-attended) object to those from the location of an irrelevant (i.e., to-be-ignored) object. In four experiments, participants were presented with a rectangular frame and a square, with the relevant object in green or red color and the irrelevant object in gray or white color. Participants' task was to respond with a lateral keypress to the color of the relevant object, and we varied spatial correspondence between the location of the relevant or the irrelevant object and the response, respectively. Results consistently showed larger Simon effects from the location of the relevant than from the irrelevant object, even when the irrelevant object was made very salient. These results suggest that location processing is largely confined to relevant (i.e., attended) objects, stressing the role of attention shifts for location encoding.",Article,2009,"Wühr, P; Biebl, R; Umiltà, C; Müsseler, J",PSYCHOLOGICAL RESEARCH-PSYCHOLOGISCHE FORSCHUNG,MAY,10.1007/s00426-008-0160-8,http://dx.doi.org/10.1007/s00426-008-0160-8,
TBD,,Jackson,Bailey,916,Neural Basis of Cognitive Control over Movement Inhibition: Human fMRI and Primate Electrophysiology Evidence,"Executive control involves the ability to flexibly inhibit or change an action when it is contextually inappropriate. Using the complimentary techniques of human fMRI and monkey electrophysiology in a context-dependent stop signal task, we found a functional double dissociation between the right ventrolateral prefrontal cortex (rVLPFC) and the bi-lateral frontal eye field (FEF). Different regions of rVLPFC were associated with context-based signal meaning versus intention to inhibit a response, while FEF activity corresponded to success or failure of the response inhibition regardless of the stimulus response mapping or the context. These results were validated by electrophysiological recordings in rVLPFC and FEF from one monkey. Inhibition of a planned behavior is therefore likely not governed by a single brain system as had been previously proposed, but instead depends on two distinct neural processes involving different sub-regions of the rVLPFC and their interactions with other motor-related brain regions.",Article,2017,"Xu, KZ; Anderson, BA; Emeric, EE; Sali, AW; Stuphorn, V; Yantis, S; Courtney, SM",NEURON,DEC 20,10.1016/j.neuron.2017.11.010,http://dx.doi.org/10.1016/j.neuron.2017.11.010,
TBD,,Jackson,Bailey,917,Evidence for selective adjustments of inhibitory control in a variant of the stop signal task,"The ability to inhibit actions inappropriate for the context is essential for meeting the shifting demands of complex environments. The stop signal task (SST) has been used in many previous studies to examine the interactions between go and stop responses in a cognitively demanding task involving attention, conflict resolution, and motor plan selection. The current study uses a variant of the SST, in which the continue signal instructs participants to proceed with the go response they were preparing. Reaction times (RTs) on continue trials were bimodally distributed, suggesting that an aspect of inhibition was involved in at least some of the trials. We investigated whether the cognitive processes delaying the generation of a behavioural response on continue trials are the same as for stop trials. We found improvement of stop signal reaction times (SSRTs) following stop trials, but the decrease in continue signal reaction times (CSRTs) was not significant. No improvement in either SSRT or CSRT was found following continue trials, suggesting that activation of the processes delaying the response on continue trials is insufficient to drive subsequent adjustments in SSRT or CSRT. In addition, go RTs only slowed following stop trials. These effects may suggest the presence of a selective learning process, which requires that the initial inhibition captured by SSRT and CSRT be combined with recognition of the stop signal specifically to affect subsequent performance.",Article,2019,"Xu, KZ; Mayse, JD; Courtney, S",QUARTERLY JOURNAL OF EXPERIMENTAL PSYCHOLOGY,APR,10.1177/1747021818768721,http://dx.doi.org/10.1177/1747021818768721,
TBD,,Jackson,Bailey,918,Gaze-induced joint attention persists under high perceptual load and does not depend on awareness,"The automaticity of gaze-induced joint attention is well known in relatively easy cognitive tasks; but its role in harder tasks had never been examined. This encouraged us to study automaticity in hard tasks, tasks presenting the subjects with high perceptual loads. The Rapid Serial Visual Presentation (RSVP) paradigm was used to present participants with two streams of bilaterally displayed digit-flows while they fixated at the center of a synthetic representation of a human face. The face was presented both above (Experiments 1 and 2) and below (Experiment 3) the face's visual threshold (henceforth called supraliminal and subliminal, respectively). Interocular suppression was used to make the face stimulus invisible (subliminal). In the critical trials of all three experiments, the gaze direction shown on the face was randomly diverted to either the left or to the right. This directed the participant's gaze either towards or away from the location of a target in the RSVP. The perceptual load was always relatively high. It was either set (Experiments 1 and 3) or manipulated (Experiment 2) during the experiment. In all three experiments, an appreciably higher and significant level of target detection was found when an uninformative gaze-cue was congruent with the location of the target. This result, which had only been reported with relatively easy tasks previously, is called the gaze-cueing effect. Our novel findings include showing that: (i) the attentional effect of gaze persists under.high perceptual loads, and (ii) awareness of the gaze stimuli is not required to obtain the gaze-cueing effect. They also serve to validate prior support for an important role of automaticity in gaze-induced joint attention. (c) 2011 Elsevier Ltd. All rights reserved.",Article,2011,"Xu, S; Zhang, S; Geng, HY",VISION RESEARCH,SEP 15,10.1016/j.visres.2011.07.023,http://dx.doi.org/10.1016/j.visres.2011.07.023,
TBD,,Jackson,Bailey,919,Top-Down Contributions to Attention Shifting and Disengagement: A Template Model of Visual Attention,"Two separate systems are involved in the control of spatial attention; one that is driven by a goal, and the other that is driven by stimuli. While the goal- and stimulus-driven systems follow different general principles, they also interplay with each other. However, the mechanism by which the goal- driven system influences the stimulus-driven system is still debated. The present study examined top-down contributions to two components of attention orienting, shifting and disengagement, with an experimental paradigm in which participants held a visual item in short-term memory (STM) and performed a prosaccade task with a manipulation of the gap between fixation offset and target onset. Four experiments showed that the STM content accelerated shifting and impaired disengagement, but the influence on disengagement depended on the utility of STM in guiding attention toward the target. Thus, the use of STM was strategic. Computational models of visual attention were fitted to the experimental data, which suggested that the top-down contributions to shifting was more prominent than those to disengagement. The results indicate that the current modeling framework was particularly useful when examining the contributions of theoretical constructs for the control of visual attention, but it also suggests limitations.",Article,2018,"Yamaguchi, M; Valji, A; Wolohan, FDA",JOURNAL OF EXPERIMENTAL PSYCHOLOGY-GENERAL,JUN,10.1037/xge0000393,http://dx.doi.org/10.1037/xge0000393,
TBD,,Jackson,Bailey,920,Effects of Task Difficulty and Display Format on Automation Usage Strategy: A Workload Capacity Analysis,"Objective An experiment used workload capacity analysis to quantify automation usage strategy across different task difficulty and display format types in a speeded task. BackgroundWorkload capacity measures the efficiency of concurrent information processing and can serve as a gauge of automation usage strategy in speeded decision tasks. The present study used workload capacity analysis to investigate automation usage strategy while information display format and task difficulty were manipulated. Method Subjects performed a speeded judgment task assisted by an automated aid that issued decision cues at varying onset times. Response time distributions were converted to measures of workload capacity. Results Two variants of a workload capacity measure, C-zOR and C-zAND, gave evidence that operators moderated their own decision times both in anticipation of and following the arrival of the aid's diagnosis under difficult task conditions regardless of display format. Conclusion Assistance from an automated decision aid may cause operators to delay their own responses in a speeded decision task, producing joint response time distributions that are slower than optimal. Application Even when it renders its own judgments quickly and with high accuracy, an automated decision aid may slow responses from a user. Automation designers should consider the relative costs and benefits of response accuracy and time when choosing whether and how to implement an automated decision aid.",Article,2018,"Yamani, Y; McCarley, JS",HUMAN FACTORS,JUN,10.1177/0018720818759356,http://dx.doi.org/10.1177/0018720818759356,
TBD,,Jackson,Bailey,921,A singleton distractor updates the inhibitory template for visual marking,"Visual marking, which is based on the assumption that previewing some distractors increases the efficiency of subsequent visual searches, constitutes one of the most efficient inhibitions on visual searches. The preview search task consists of a display of a subset of distractors followed by an additional display containing the remaining distractors and a target. During the preview period, an inhibitory template is thought to be formed, resulting in the prioritization of the subsequently presented items and the inhibition of the previewed items. Although the previous studies have mainly examined the determinants that impair the inhibitory templates resulting in inefficient visual searches, the present study examined the possibility that the template could be updated to increase search efficiency. To this end, we used a preview search task and manipulated the presence of a singleton distractor in the display of the additional items. We examined whether the singleton increased the efficiency of the search performance by determining if the inhibitory template would be updated such that participants would treat the singleton as if it had been previewed. The results demonstrated that the response times were faster with the singleton included, suggesting that an inhibitory template for visual marking could be updated and lead to improved search performance.",Article,2019,"Yamauchi, K; Kawahara, JI",ACTA PSYCHOLOGICA,JAN,10.1016/j.actpsy.2018.11.014,http://dx.doi.org/10.1016/j.actpsy.2018.11.014,
TBD,,Jackson,Bailey,922,Reward and Attentional Control in Visual Search,"It has long been known that the control of attention in visual search depends both on voluntary, top-down deployment according to context-specific goals, and on involuntary, stimulus-driven capture based on the physical conspicuity of perceptual objects. Recent evidence suggests that pairing target stimuli with reward can modulate the voluntary deployment of attention, but there is little evidence that reward modulates the involuntary deployment of attention to task-irrelevant distractors. We report several experiments that investigate the role of reward learning on attentional control. Each experiment involved a training phase and a test phase. In the training phase, different colors were associated with different amounts of monetary reward. In the test phase, color was not task-relevant and participants searched for a shape singleton; in most experiments no reward was delivered in the test phase. We first show that attentional capture by physically salient distractors is magnified by a previous association with reward. In subsequent experiments we demonstrate that physically inconspicuous stimuli previously associated with reward capture attention persistently during extinction-even several days after training. Furthermore, vulnerability to attentional capture by high-value stimuli is negatively correlated across individuals with working memory capacity and positively correlated with trait impulsivity. An analysis of intertrial effects reveals that value-driven attentional capture is spatially specific. Finally, when reward is delivered at test contingent on the task-relevant shape feature, recent reward history modulates value-driven attentional capture by the irrelevant color feature. The influence of learned value on attention may provide a useful model of clinical syndromes characterized by similar failures of cognitive control, including addiction, attention-deficit/hyperactivity disorder, and obesity.",Article; Proceedings Paper,2012,"Yantis, S; Anderson, BA; Wampler, EK; Laurent, PA","INFLUENCE OF ATTENTION, LEARNING, AND MOTIVATION ON VISUAL SEARCH",,10.1007/978-1-4614-4794-8_5,http://dx.doi.org/10.1007/978-1-4614-4794-8_5,
TBD,,Jackson,Bailey,923,On the distinction between visual salience and stimulus-driven attentional capture,"It is often assumed that the efficient detection of salient visual objects in search reflects stimulus-driven attentional capture. Evidence for this assumption, however, comes from tasks in which the salient object is task relevant and therefore may elicit a deliberate deployment of attention. In 9 experiments, participants searched for a nonsalient target (vertical among tilted bars). In each display, 1 bar was highly salient in a different dimension (e.g., color or motion). When the target and salient elements coincided only rarely, reducing the incentive to attend deliberately to the salient stimuli, response times depended little on whether the target was salient, although some interesting exceptions were observed. It is concluded that efficient selection of an element in visual search does not constitute evidence that the element captures attention in a purely stimulus-driven fashion.",Article; Proceedings Paper,1999,"Yantis, S; Egeth, HE",JOURNAL OF EXPERIMENTAL PSYCHOLOGY-HUMAN PERCEPTION AND PERFORMANCE,JUN,10.1037/0096-1523.25.3.661,http://dx.doi.org/10.1037/0096-1523.25.3.661,
TBD,,Jackson,Bailey,924,OBJECT CONTINUITY IN APPARENT MOTION AND ATTENTION,"Recent theories of attention have emphasized the role of object-based representations in visual selection. One defining property of any object is spatiotemporal continuity. The present experiments show that the continuity property may underlie two seemingly unrelated perceptual phenomena: attentional capture by abrupt visual onset and the appearance of bistable apparent motion displays. In Experiment 1, observes carried out two visual tasks. In the first task, they reported the appearance of a bistable apparent-motion (or Ternus) display. Whether group or element motion was perceived depended on the duration of the blank interval between successive frames. In the second task, subjects engaged in visual search for a prespecified target, and on each trial one element was briefly flickered off and back on. The degree to which that element captured attention also depended on the duration of the temporal gap. The time course of the gap duration effect in the visual search task was very similar to that for the Ternus display. In Experiment 2, we ruled out the possibility that die presence of an abrupt offset caused the results of Experiment 1. It is argued that the apparent motion and attentional capture phenomena examined here may reflect the operation of the same underlying mechanism: in both cases, a sufficiently long temporal gap disrupts spatiotemporal continuity, thereby fundamentally changing the perceived organization of the display.",Article,1994,"YANTIS, S; GIBSON, BS",CANADIAN JOURNAL OF EXPERIMENTAL PSYCHOLOGY-REVUE CANADIENNE DE PSYCHOLOGIE EXPERIMENTALE,JUN,10.1037/1196-1961.48.2.182,http://dx.doi.org/10.1037/1196-1961.48.2.182,
